AT,V,PE
6.05,41.14,481.02
13.94,42.86,471.64
5.79,45.87,480.97
27.01,69.75,442.57
9.59,38.56,481.3
27.46,69.98,435.36
22.63,70.47,441.92
28.11,77.95,432.98
18.87,44.06,451.4
15.5,49.25,453.99
3.73,39.42,488.58
26.41,68.24,428.52
17.83,66.86,456.56
13.44,37.85,469.89
14.62,46.18,462.26
19.7,43.79,464.41
6.06,41.17,489.62
15.89,38.73,465.76
31.63,69.59,436.89
18.99,44.58,468.35
13.96,40.92,460.95
20.21,54.9,454.23
15.14,49.64,463.58
18.97,44.85,466.17
21.36,52.3,448.13
29.48,64.69,435.09
21.1,62.66,448.8
26.51,70.32,431.82
30.93,61.5,437.35
11.64,41.44,478.99
7.26,36.08,483.58
16.36,44.88,468.53
17.43,63.09,449.36
10.37,37.5,473.1
22.8,49.16,439.65
21,70.02,447.29
12.68,45,479.69
12.35,44.2,471.65
7.09,43.13,485.04
28.9,68.12,438.53
26.82,69.05,437.42
11.02,40.71,469.31
14.95,43.72,459.31
16.58,44.68,458.87
31.73,73.42,430.46
8.58,38.38,482.26
28.08,73.17,430.8
31.01,67.83,429.46
26.94,59.87,448.6
10.2,41.62,462.87
9.2,39.99,484.04
27.69,70.32,432.57
25.71,71.14,432.46
18.22,39.63,465.78
16.81,42.42,462.19
30.63,74.22,430.38
12.11,38.28,469.93
23.75,60.29,449.57
33.96,68.94,427.06
29.35,54.2,439.47
23.07,50.05,442.97
12.91,41.66,469.71
6.25,39.04,484.14
19.8,58.79,449.66
31.38,68.27,426.67
10.62,39.96,470.8
6.89,43.65,484
16.3,38.73,465.7
14.82,44.58,473.17
22.97,63.94,440.81
31.15,66.25,437.55
15.69,41.93,468.43
26.65,66.48,436.65
29.38,73.42,445.42
16.77,49.39,459.38
22.77,70.32,440.67
15.91,44.99,459.73
24.33,68.08,442.93
19.69,56.65,457.17
31.76,66.54,430.18
14.47,42.86,466.64
27.2,72.43,430.32
17.29,44.06,461.38
25.44,63.13,441.91
16.98,43.7,464.01
22.65,68.67,447.01
26.41,60.93,436.71
19.78,63.09,448.34
19.26,65.61,451.85
22.25,59.8,451.64
7.1,35.77,480.36
18.53,39.72,457.26
30.47,77.3,434.68
27.34,71.64,438.76
29.8,69.34,437.65
22.69,65.12,446.91
18.58,49.25,452.94
14.16,44.06,464.91
28.33,78.92,432.67
28.31,70.32,432.5
21.5,50.59,453.8
29.24,64.33,440.29
25.15,66.49,436
15.48,53.82,462.69
16.07,47.83,458.18
18.02,53.16,458.01
14.99,41.35,466.85
29.62,71.8,438.55
25.04,63.86,441.6
11.45,40.8,476.28
18.96,44.58,461.96
26.54,66.51,440.04
22.3,67.25,453.27
14.7,41.39,469.6
9.14,40.6,483.57
6.14,38.5,489.26
11.24,42.34,469.3
30.55,71.06,432.6
14.9,52.05,464.82
10.25,37.14,474.37
3.26,41.31,489.38
27.54,75.6,440.87
13.65,44.6,466.06
22.08,41.1,455.04
24.93,69.05,429.53
27.58,71.97,430.53
32.14,75.08,439.22
16.98,44.85,464.27
13.25,34.03,470.46
25.9,48.92,443.8
30.27,64.05,438.68
22.37,50.78,449.08
21.93,57.17,448.75
29.65,74.9,433.32
18.32,42.18,458.46
22.76,44.05,450.31
8.95,43.56,485.21
13.12,44.21,469.09
21.18,44.57,449.93
16.71,46.18,459.4
15.01,43.56,465.84
25.96,68.08,432.82
33.4,69.98,432.44
17.4,63.09,453
6.49,35.57,486.8
6.01,35.79,482.79
29.97,69.14,433.82
21.33,63.86,445.02
23.27,64.69,438.08
28.3,59.27,445.19
5.74,45.87,482
21.67,50.32,445.31
20.06,47.03,461.02
8.25,37.49,480.38
22.61,50.32,444.74
26.31,71.29,432.92
25.03,57.5,449.48
11.44,41.39,478.52
25.14,49.02,438.53
30.91,69.75,435.7
31.54,71.06,431.87
12.24,44.9,464.25
6.65,39.33,490.41
8.31,40.46,476.72
22.72,50.05,444.43
22.78,58.59,445.45
25.63,72.99,436.64
6.01,35.79,482.25
20.21,65.06,451.46
7.47,40.64,478.08
19.73,69.51,450.99
13.57,39.39,471.44
14.8,42.77,462.29
10.41,44.68,474.7
12.33,39.85,479.32
26.65,73.18,437.7
19.09,56.51,449.24
12.81,45.51,469.27
9.99,36.71,475.85
13.02,40.1,474.97
14.15,39.28,471.23
19.46,47.03,460.57
23.19,42.67,446.95
20.25,58.59,452.18
31.9,69.4,436.04
20.76,44.58,462.01
20.51,42.23,461.78
22.56,70.98,440.81
25.64,68.14,437.63
23.63,58.79,442.86
15.3,43.14,466
6.79,39.37,487.3
23.89,48.41,441.83
26.23,63.56,440.8
12.5,45.51,469.69
21.97,68.12,443.39
24.11,66.51,437.21
18.24,49.5,464.13
19.7,52.84,444.64
19.15,57.76,458.66
14.79,39.52,469.47
25.13,68.63,446.36
23.02,59.21,440.5
34.35,77.17,437.65
23.95,66.48,431.87
25.52,63.94,440.32
23.56,42.67,440.69
26.67,59.44,441.29
18.7,66.51,458.73
25.89,63.56,443.82
27.25,50.05,439.63
16.73,58.59,455.3
30.67,77.95,435.96
13.98,54.3,466.52
25.42,69.71,435.59
21.57,66.49,455.18
23.66,67.17,443.43
13.87,42.99,471.12
9.42,41.4,478.12
13.61,39.85,475.62
23.84,59.87,441.94
31.09,59.57,440.08
3.98,35.47,489.64
29.28,74.33,426.53
23.55,58.79,447.01
17.37,48.92,455.53
18.34,44.63,455.22
13.86,40.83,470.37
27.36,58.33,439.14
27.71,54.2,440.74
8.46,40.8,485.06
25.18,47.93,441.29
21.82,63.9,447.29
15.61,40.89,467.3
30.4,71.97,430.23
10.54,42.02,472.64
10.59,39.96,468.96
12.52,41.44,477.18
32.92,69.05,426.61
21.14,69.94,440.69
26.33,64.45,450.67
27.19,71.58,436.77
19.64,56.53,447.66
15.52,58.59,457.74
12.95,41.38,474.46
6.43,36.08,486.39
25.21,60.37,436.23
21.24,41.67,459.81
9.63,41.14,469.73
24.32,58.79,442.78
17.47,63.31,450.68
14.54,39.39,470.23
20.74,49.69,454.59
8.75,40.77,478.85
27.67,69.59,437.29
23.21,58.66,450.92
7.49,39.81,483.59
7.82,38.91,479.15
7.77,35.77,479.68
22.84,50.05,442.85
10.48,41.93,480.01
10.2,41.46,481.46
27.24,68.08,445.25
9.37,42.32,477.57
24.12,58.66,450.69
14.54,43.14,465.45
31.23,66.75,433.9
5.41,45.87,479.48
15.61,38.52,439.21
26.9,59.14,436.16
23.95,73.67,437.43
9.2,40.03,480.38
9.51,43.79,481.12
8.51,41.26,477.51
19.66,51.43,459.12
27.33,51.43,439.12
21.43,63.94,449.02
14.97,43.67,465.54
21.97,69.23,443.85
8.34,40.77,480.48
21.86,60.27,446.31
24.59,71.94,430.28
26.26,73.06,435.41
26.76,71.94,432.49
30.98,69.82,438.44
19.22,65.06,446.98
25.72,70.47,434.94
22.37,41.54,459.06
26.05,44.89,443.18
20.8,50.9,457
29.1,77.95,431.28
11.17,40.27,476.18
11.35,40.73,472.32
18.12,63.09,449.65
16.97,42.86,463.62
10.22,38.18,474.07
13.1,40.55,472.37
18.22,45.09,454.74
4.15,39.9,491.22
19.15,59.21,450.26
15.87,39.31,460.59
8.05,40.8,483.43
18.81,61.87,448.49
23.95,51.86,449.81
13.21,41.2,474.26
9.38,43.7,481.52
27.41,59.21,438.39
18.42,63.94,450.55
19.51,44.05,451.7
28.5,76.86,430.62
11.97,42.32,467.98
3,39.64,485.2
12.11,41.17,475.53
12.32,41.26,470.27
8.83,36.3,479.86
20.08,49.69,453.54
32.12,69.98,429.86
18.68,56.65,455.79
28.33,68.27,432.66
25.14,67.32,435.39
31.43,69.89,426.15
29.54,72.29,443.79
24.94,74.33,435.21
26.49,67.69,430.62
23.89,64.27,450.82
14.41,40.83,470.13
29.3,68.08,434.11
23.09,69.71,437.7
23.23,71.77,432.8
28.86,67.9,432.97
7.4,41.04,477.69
25.23,61.86,441.48
26.69,79.74,431.41
23.99,45.87,443.66
31.65,66.25,437.35
8.94,43.13,483.63
15.79,58.86,455.15
11.43,40.22,477.5
21.14,67.71,445.12
25.21,65.34,446.68
10.42,39.35,478.52
4.84,38.5,491.23
21.57,69.23,437.55
20.86,39.72,456.27
11.06,37.92,473.16
15.86,40.66,455.85
22.12,60.77,443.97
30.2,71.8,436.94
7.91,37.8,483.49
17.1,62.1,453.4
13.06,44.2,469.02
20.73,69.94,445.91
10.69,36.71,472.81
17.28,44.06,462.05
8.13,39.96,477.12
19.4,39.53,457.17
25.21,59.21,445.33
25.67,58.59,451.03
7.31,42.18,477.38
24.27,57.85,445.1
25.8,65.38,450.5
20.68,42.04,464.14
21.26,50.32,446.22
11.2,35.76,473.33
20,39.53,456.28
10.34,41.46,478.03
7.72,41.14,478.34
26.79,77.95,437.91
21.26,60.84,446.08
12.85,40.92,461.05
28.07,70.32,430.29
17.72,39.99,461.7
26.43,75.33,431.79
27.39,67.07,441.45
30.18,65.74,441.65
25.45,67.83,429.95
11.72,41.54,476.12
8.43,40.6,483.1
16.18,41.66,465.82
13.33,54.3,468.1
26.18,52.36,453.54
8.57,41.17,484.2
21.22,59.15,450.96
26.53,65.18,437.39
12.34,40.1,470.92
19.54,44.57,450.54
9.68,41.44,479.89
18.19,66.54,449.22
31.25,68.94,434.51
26.8,72.58,428.62
16.82,41.66,465.64
29.52,64.79,439.6
26.93,72.99,433.18
9.45,41.4,479
13.98,44.84,462.81
29.15,73.42,432.26
10.28,39.61,478.34
21.24,63.47,442.94
11.41,41.4,449.5
20.15,39.72,456.87
11.39,40.27,474.93
22.07,50.78,449.96
28.28,69.48,428.75
9.96,41.26,475.21
21.69,44.57,447.88
13.93,44.21,469.12
23.63,60.93,439.9
16.39,52.75,459.48
13.93,44.9,470.59
14.5,41.76,464.23
18.84,67.32,449.21
27.19,64.27,444.54
20.95,70.72,445.66
14.49,41.92,463.81
24.77,71.94,432.27
21.14,48.78,450.35
28.4,59.27,441.64
17.69,65.46,448.49
23.39,63.94,441.44
20.98,43.77,449.88
7.24,41.17,486.76
22.17,65.61,449.91
19.23,41.67,465.66
10.82,41.55,475.44
16.7,50.66,457.74
19.83,51.19,449
29.99,74.9,435.87
25.02,60.77,441.21
8.85,40.22,482.3
9.87,40.81,473.2
24.04,72.43,439.39
26.45,69.13,427.5
27.58,57.19,435.7
16.53,53.29,463.32
29.24,60.23,438.24
15.52,40,454.14
28.47,67.69,430.67
8.27,35.76,480.8
26.75,64.79,438.4
22.64,72.24,434.36
19.59,66.54,447.16
18.56,42.18,456.61
9.35,44.03,476.25
28.5,72.99,433.24
23.42,73.17,438.22
22.66,68.3,431.27
32,71.85,427.95
21.11,65.94,448.77
26.34,69.04,444.13
20.94,44.78,465.57
20.54,59.39,445.41
8.16,39.64,481.78
29.11,74.9,432.43
20.16,57.76,455.13
24.87,68.61,450.54
25.86,59.92,436.06
27.26,73.18,429.92
28.59,69.84,427.53
8.75,40.22,482.8
9.11,40.64,476.62
22.98,69.84,437.49
11.28,43.41,471.42
26.12,75.6,439.68
32.9,68.51,430.23
17.31,44.71,463.05
5.25,42.85,477.78
22.57,62.4,444.69
20.41,50.32,447.06
12.29,40.03,472.65
24.3,69.94,438.92
11.56,41.62,460.6
14.21,39.16,473.87
24.96,68.12,437.62
28.16,70.4,434.01
22.86,47.43,452.53
14.43,45.08,465.07
29.3,67.69,430.72
22.61,42.8,460.26
19.83,59.21,440.03
26.17,59.92,444.96
5.78,45.87,483.27
8.77,40.46,475
24.48,69.13,432.71
15.29,41.1,467.99
9.44,43.99,475.01
26.4,48.41,442.23
21.95,60.95,450.38
22.42,60.08,452.31
24.32,65.48,443.31
30.15,72.51,443.72
6.86,40.02,476.45
14.46,45.87,458.69
4.73,41.31,486.6
10.27,38.38,475.58
20.37,54.9,453.94
8.12,43.02,483.55
28.57,69.34,439.46
18.81,49.15,459.81
28.62,63.77,441.97
13.96,40.83,469.86
30.47,72.86,432.51
29.13,66.56,439.31
24.41,56.9,439.51
14.56,45.51,469.79
7.11,39.9,484.21
7.92,39.54,481.44
14.56,41.76,464.3
17.45,42.28,463.83
29.75,70.32,427.2
14.86,37.85,467.71
10.57,36.71,472.62
30.09,76.2,434.68
6.82,41.03,489.64
15.4,41.16,465.16
7.31,43.02,484.82
32.56,68.94,425.61
9.77,39.04,483.87
29.22,72.39,430.24
14.33,38.73,468.86
23.36,74.93,443.78
15.23,44.9,456.07
26.82,65.27,437.84
32.41,72.86,432.75
12.92,39.35,469.83
16.92,44.6,460.17
17.18,63.09,451.37
29.31,64.84,442.11
27.04,48.41,441.21
13.21,43.71,466.39
12.3,39.85,476.42
14.66,41.76,463.6
29.1,73.9,436.56
24.54,60.23,445.25
25.24,68.67,442.29
24.81,66.44,435.79
8.75,36.3,480.4
18.01,44.2,456.36
28.44,67.07,433.15
13.56,40.75,474.26
8.13,71.14,471.99
18.97,44.78,463.46
25.66,70.02,442.2
24.32,66.25,444.93
16.7,46.18,458.05
7.61,43.22,478.55
9.01,38.56,482.37
14.98,39.58,467.77
30.24,67.32,437.18
13.53,38.73,472.46
16.73,43.79,468.87
11.94,39.28,475.59
25.68,67.79,449.04
17.84,61.27,454.57
22.66,61.27,448.68
15.69,44.6,462.07
22.88,63.91,442.5
30.78,73.67,427.15
18.44,45.38,461.99
12.03,41.58,464.02
27.74,74.78,436.87
33.01,69.88,433.5
10.56,41.54,479.33
28.8,71.58,434.82
18,44.06,454.59
15.27,38.73,465.99
6.26,41.31,485.57
9.24,41.4,477.65
19.65,51.3,452.5
21.32,49.02,445.65
8.43,40.69,484.94
23.49,42.8,459.9
17.88,46.97,456.77
24.7,44.57,444.65
28.4,74.93,442.23
24.59,60.37,438.09
18.28,60.1,452.93
10.08,37.92,474.63
14.48,46.18,462.3
24.77,48.92,448.25
26.13,79.74,431.29
7.61,38.06,484.14
22.06,59.21,442.31
20.51,39.72,452.39
22.99,56.57,445.44
14.05,39.59,464.63
10.95,40.81,474.36
11.84,40.05,473.82
20.76,51.19,445
12.89,48.14,463.77
26.62,72.43,430.22
15.8,41.1,465.87
17.8,43.72,458.92
5.5,39.04,478.65
12.38,44.2,467.04
17.14,44.2,457.02
9.41,39.61,477.34
14.44,41.2,469.85
11.68,40.55,475.13
17.48,49.39,460.01
13.87,41.74,472.12
23.57,70.04,437.53
15.85,49.69,464.72
25.59,73.5,435.48
13.95,71.14,461.18
17.12,49.5,463.39
23.99,67.69,437.1
24.41,52.3,442.62
30.25,71.8,437.28
13.38,40.89,472.15
27.55,73.68,431.86
25.16,77.3,439.37
34.15,68.51,430.19
12.68,40.73,465.94
24.64,58.49,444.95
25.38,70.94,446.31
31.35,71.32,434.43
7.79,41.01,477
19.19,63.31,453.16
11.8,42.34,466.52
20.47,63.07,451.71
24.82,71.94,438.69
29.6,71.58,434.64
9.48,40.11,472.16
28.42,73.4,438.25
11.86,39.85,478.29
14.48,40.89,470.44
4.71,42.07,486.79
21.7,60.77,444.66
28.97,67.9,434.7
14.1,44.84,468.22
11.74,40.71,470.05
23.82,48.92,446.85
23.01,44.05,450.67
25.77,68.08,433.46
27,59.15,440.58
11.92,40.62,464.9
12.83,41.67,474.81
13.69,43.22,466.72
14.17,42.86,466.2
12.82,41.58,464.07
16.7,46.18,455.93
6.5,41.14,480.96
8.28,40.56,486.4
28.46,69.75,435.75
27.16,56.85,437.4
14.12,42.86,471.86
10.8,40.69,478.19
21.4,44.57,445.09
26.45,54.5,450.76
27.39,66.93,441.04
25.78,47.93,442.46
9.5,37.36,478.8
25.1,74.87,439.93
31.98,70.17,430.92
11.71,40.05,471.49
13.81,40.2,464.23
21.95,68.63,448.9
6.94,39.61,480.07
14.26,42.86,471.19
19.04,50.12,446.59
14.65,39.28,470.41
22.35,65.61,448.41
33.33,73.03,436.05
12.32,41.62,455.71
29.55,66.25,436.29
14.81,42.77,463.06
19.48,58.66,454.4
28.01,51.43,449.82
31.46,70.79,425.68
13.98,40.71,474.46
27.32,73.42,432.74
24.75,63.57,445.3
28.29,61.86,438.25
26.24,70.36,437.31
9.54,41.17,481.18
27.44,52.3,441.75
20.86,51.3,449.67
7.69,36.24,482.46
22.97,64.15,450.07
20.24,56.03,460.76
8.5,39.16,485.76
19.38,63.56,452.01
21.31,58.05,446.76
32.98,71.32,433.56
26.49,78.92,434.91
32.14,68.31,436.15
9.45,43.5,476.1
15.06,39.3,464.15
15.7,44.21,462.19
21.47,57.19,448.31
9.08,36.71,479.02
25.72,72.39,432.77
20.25,63.91,448.37
23.7,62.91,444.99
31.84,71.37,432.04
13.15,41.14,461.49
10.33,41.44,478.79
29.23,77.3,438.05
20.29,65.27,445.52
12.65,41.93,479.53
25.06,65.46,443.03
23,63.78,444.62
21.9,47.43,452.13
23.76,58.41,445.85
10.05,41.17,481.38
24.81,59.43,439.33
25.69,64.45,450.94
14.1,44.92,467.22
10.17,41.46,482.36
16.57,53.82,462.52
19.02,44.85,465.42
14.8,40.2,466.27
29.39,69.89,434.27
25.38,63.87,442.13
13.52,42.34,463.71
22.31,51.19,444.74
17.55,43.14,461.58
12.83,44.88,474.26
26.77,74.22,434.35
24.49,65.46,445.27
15.21,43.56,467
31.15,67.45,431.97
19.45,38.52,451.96
17.68,45.17,461.96
22.01,58.46,443.75
13.6,42.86,472.27
17.63,40.55,462.13
23.74,52.3,444.4
21.34,51.61,452
6.48,36.24,484.65
24.32,59.14,438.08
13.8,39.82,473.56
30.74,71.77,434.89
26.52,77.17,432.48
24.01,46.93,448.35
25.12,71.58,433.58
33.26,68.51,429.38
3.38,41.31,489.11
15.77,58.16,450.11
10.75,45.01,471.47
18.04,44.85,463.31
20.79,50.59,456.01
24.85,70.09,439.96
14.87,35.71,468.75
10.93,39.22,473.27
9.51,40.46,471.32
27.57,60.07,440.12
26.13,48.06,440.99
11.72,40.92,465.88
13.32,41.7,451.93
15.65,54.3,461.69
28.98,70.8,434.08
21.96,48.6,446.56
21.29,47.45,447.78
22,51.3,450.18
16.49,49.39,461.54
23.57,63.91,441.93
22.72,69.13,438.01
26.06,71.73,432.38
31.11,74.16,435.69
17.34,45.01,459.01
24.42,64.79,449.1
28.88,71.98,428.61
14.28,42.77,466.75
12.28,40.92,460.33
19.92,38.52,451.16
7.98,40.77,480.72
29.17,72.99,430.59
20.71,58.79,444.39
25.15,62.91,444.19
18.45,42.44,459.79
27.96,77.24,433.35
22.61,45.38,459.53
10.62,39.64,478.37
7.55,38.08,485.49
28.84,74.67,428.98
23.55,65.94,443.98
19.11,44.85,464.66
25.87,67.79,445.87
11.68,40.55,473.51
27.51,73.67,431.97
14.43,39.82,470.17
30.22,74.9,434.17
18.41,44.9,453.12
29.56,71.14,432.09
31.54,77.24,430.07
25.16,43.21,442.29
30.75,73.88,436.97
16.71,46.18,458.4
20.29,63.09,448.22
25.16,54.2,441.99
22.56,66.48,437.73
32.81,75.08,433.37
27.04,69.98,433.25
10.58,42.34,474.91
22.91,66.44,444.48
31.35,68.67,433.73
10.55,41.55,473.99
21.53,70.02,440.93
13.42,38.91,472.22
14.26,44.47,465.77
21.89,74.78,444.6
22.98,51.95,454.63
18.63,61.27,454.03
26.28,73.06,437.01
10.12,41.55,475.46
34.53,73.03,437.03
25.55,71.64,439.37
25.41,68.94,436.95
25.59,65.46,444.9
23.09,69.13,436.67
10.31,40.67,485.25
30.1,66.25,434.99
16.81,42.86,464.36
21.87,69.45,439.97
26.75,43.21,430.45
26.3,69.05,438.12
27.19,64.96,428.79
24.15,71.73,436.55
29.28,77.17,433.14
13.61,38.47,466.51
22.04,57.32,447.27
9.86,38.38,479.56
25.81,66.51,437.57
14.29,39.59,463.13
23.15,69.48,436.16
4.96,39.4,486.09
19.11,58.95,449.89
21.84,60.29,454.4
27.4,77.24,435.74
24.63,63.9,440.23
24.37,68.14,440.22
27.16,59.87,446.38
10.67,42.02,472.65
11.2,37.5,472.2
25.67,68.3,435.89
25.93,69.34,434.08
25.71,52.84,445.54
22.98,73.17,438.5
21.94,62.52,449.87
22.67,68.08,443.79
27.28,72.58,431.27
20.24,56.53,455.25
27.92,69.23,435.62
31.95,70.79,426.37
11.41,40.1,476.81
23.74,63.9,445.47
18.74,44.34,468.84
11.22,41.66,477.53
22.53,62.39,450.08
26.31,77.95,436.83
10.23,42.07,475.14
9.07,36.3,479.98
8.42,37.49,478.87
4.87,42.85,482.05
26.91,74.99,437.06
10.77,41.44,479.19
22.93,58.2,444.95
20.19,44.57,454.36
25.18,61.08,445.64
14.1,41.16,460.01
20.79,68.28,445.83
30.56,72.39,430.85
17.67,53.16,457.99
12.66,40.35,473.11
17.28,65.94,454.76
9.47,40.81,479.96
20.32,39.72,456.18
18.2,52.72,463.47
7.81,40.71,475.46
29.46,49.3,436.37
22.68,70.47,441.47
25.76,65.48,441.14
23.3,52.84,439.49
25.21,49.82,450.75
18.82,61.27,455.29
28.71,64.69,435.85
7,41.55,483.92
18.41,42.44,463.2
29.06,71.64,435.98
9.88,37.83,470.44
20.06,60.77,447.35
11.39,43.72,467.8
28.7,71.64,436.58
22.55,47.45,447.42
28.08,59.14,438.83
21.05,61.87,449.05
14.47,48.14,457.45
8.05,38.38,482.17
13.41,45,475.9
8.9,41.4,472.95
18.83,48.98,453.28
24.17,48.78,440.96
26.73,49.02,438.17
21.54,58.41,450.69
26.12,63.31,439.77
21.73,50.32,442.1
28.28,61.47,443.12
25.61,60.32,443.96
25.28,70.32,431.43
23.88,67.9,446.34
34.6,64.96,427.65
16.32,43.14,465.38
23.56,67.79,441.29
9.93,39.04,480.54
24.93,73.5,437.35
28.11,70.98,431.83
29.2,64.84,441.9
8.66,41.01,472.16
9.35,41.03,482.16
23.04,64.27,439.67
7.38,41.22,485.73
25.09,65.46,442.99
5.47,38.68,485.7
26.11,69.84,427.45
6.62,42.49,482.74
21.61,58.62,449.11
29.97,70.32,428.42
28.79,70.79,425.64
23.9,61.41,451.99
32.84,74.67,430.88
11.11,40.55,476.37
14.28,43.02,467.83
19.94,61.87,445.97
12.25,44.85,470.92
15.15,37.64,463.98
9.08,40.46,476.81
26.58,70.98,434.41
19.31,60.07,453.47
33.3,80.18,430.16
9.33,42.49,478.43
26.96,65.34,441.81
16.72,44.34,465.89
14.38,45.09,464.27
32.36,73.91,431.92
27.08,63.78,447.24
21.45,60.84,444.99
20.25,58.33,448.93
20.52,57.76,453.64
26.04,68.08,430.32
18.42,60.1,451.93
8.06,39.96,476.03
28.8,74.9,434.01
23.34,73.5,441.14
26.61,56.85,437.26
29.24,74.67,432.61
12.65,44,471.46
12.08,40.75,476.84
12.76,40.27,474.03
25.65,49.3,440.05
17.92,50.66,456.84
16.45,41.48,454.69
22.22,59.14,442.31
18.56,42.28,462.05
19.69,56.65,455.07
20.27,63.56,446.93
21.47,70.32,440
10.1,41.58,468.19
29.36,68.94,431.39
18.62,59.15,450.81
20.55,63.86,447.54
8.57,40.69,485.18
14.45,43.71,463.6
31.17,70.98,431.01
31.54,77.24,431.27
14.19,43.71,467.8
29.35,69.04,445.04
29.63,69.59,438.64
11.21,44.03,471.79
13.74,41.16,473.19
25.53,59.57,445.59
31.67,69.89,426.35
26.63,74.22,434.25
24.66,58.86,444.42
20.12,45.09,448.35
9.52,39.61,478.79
13.65,41.58,460.8
25.44,66.54,437.99
12.41,41.16,464.08
14.05,41.39,472.19
24.94,63.94,438.55
6.08,35.79,483.08
28.84,75.6,442.69
7.51,43.02,485.38
23.88,69.94,440.63
31.88,66.44,427.83
28.27,66.56,433.52
23.96,51.3,451.11
22.44,63.47,444.65
14.01,38.91,470.1
29.17,64.79,441.2
14.53,39,464.86
31.42,70.17,430.78
23.64,58.49,445.75
26.25,52.09,450.53
6.72,39.85,489.09
21.9,63.13,447.4
20.11,51.19,449.03
29.22,73.18,430.57
31.25,69.51,428.77
8.13,39.99,486.19
22.35,66.44,445.27
13.87,38.01,473.39
9.27,36.3,479.66
17.32,45,469.38
13.2,45.01,466.71
15.83,45.01,460.22
9.44,41.4,473.94
26.17,48.92,440.09
16.37,44,460.14
10.74,40.05,477.93
15.45,45,469.54
28.54,76.86,433.35
23.29,62.91,444.61
9.54,41.17,481.18
21.04,50.32,446.33
23.56,60.77,443.13
13.12,39.18,471.44
26.03,70.32,438.15
10.15,43.41,473.43
25.87,59.43,440.26
23.1,72.99,440.46
22.35,63.94,443.9
23.46,47.01,457.76
29.76,73.56,432.51
23.45,66.25,443.44
33.18,72.29,435.26
28.85,66.54,437.79
25.37,66.75,434.16
7.38,44.71,486.91
10.9,41.46,479.45
20.6,45.38,460.24
13.43,40.1,471.77
24.73,71.14,437.55
24.36,68.61,448.71
24.62,72.24,432.13
10.87,37.5,474.07
24.82,59.27,444.81
25.31,49.82,453.05
18.77,52.08,449.62
21.5,61.5,447.83
10.07,41.39,480.54
27.92,68.3,437.28
24.96,65.18,436.24
20.67,70.02,448.75
29.13,70.72,436.9
24.47,75.23,441.07
16.16,25.88,461.86
21.32,59.8,452.7
20.32,39.72,458.8
24.32,71.14,435.34
4.77,39.33,494.91
20.87,63.31,446.7
28.17,63.13,439.94
29.64,69.51,428.69
25.25,62.91,443.14
22.25,60.77,444.05
22.49,71.29,442.58
29.16,73.17,429.06
14.49,44.84,465.72
11.95,41.48,465.41
26.99,72.99,430.81
26.36,73.68,430.39
9.91,39.64,478.63
23.94,51.95,448.67
22.84,59.39,443.71
13.64,44.88,466.66
20.01,43.77,455.66
18.58,44.6,459.06
25.69,72.43,429.99
26.98,72.58,431.12
13.73,45.08,470.35
28.67,69.14,433.79
29.22,75.23,438.57
25.67,74.78,440.48
22.67,62.52,449.34
16.44,44,460.33
23.26,59.14,440.37
21.14,58.05,449.74
31.68,73.68,431.11
8.8,41.26,479.74
18.13,49.39,458.53
22.68,59.54,437.96
14.56,40.69,469.31
29.28,75.08,436.15
14,43.34,463.99
23.76,74.22,437.47
20.98,60.1,450.95
27.61,59.54,437.85
8.86,40.8,483.36
25.64,63.87,444.34
13.5,41.44,471.34
33.94,74.67,427.98
11.72,39.18,468.98
28.61,69.75,440.53
20.11,57.25,451.95
30.61,67.69,429.8
22.04,58.05,447.28
27.62,67.51,442.13
24.09,63.94,442.92
23.22,63.07,446.62
16.2,65.46,451.86
9.7,40.11,473.97
22.85,60.29,448.58
31.18,69.04,441.26
15.43,39.64,464.05
24.57,49.5,455.72
9.52,40.96,483.59
26.38,66.49,442.38
26.32,69.71,441.25
25.92,50.16,440.98
12.19,40.05,473.92
19.79,44.9,455.59
9.76,41.01,467.6
16.74,41.16,463
11.34,41.54,477.24
25.9,47.45,443.13
16.63,43.77,458.66
17.45,50.9,458.67
23.34,45.61,455.82
24.41,58.59,442.64
12.31,44.78,468.29
10.35,37.14,472.63
33.43,66.44,433.01
5.64,40.62,483.17
24.8,61.02,438.96
24.33,46.93,447.43
14.87,38.28,467.29
7.66,41.92,485.11
27.61,69.68,438.31
23.4,72.99,438.51
13.98,44.58,473.01
18.12,58.95,449.28
17.12,48.6,454.47
9.56,44.71,487.92
24.85,58.05,444.53
11.63,41.5,477.3
17.19,43.14,464.72
